Date,Close,High,Low,Open,Volume,Ticker
,POLICYBZR.NS,POLICYBZR.NS,POLICYBZR.NS,POLICYBZR.NS,POLICYBZR.NS,
2024-01-01,800.9000244140625,802.7000122070312,786.0,794.6500244140625,694439,POLICYBZR
2024-01-02,788.5999755859375,804.9000244140625,783.0,800.9500122070312,854345,POLICYBZR
2024-01-03,782.6500244140625,794.4500122070312,767.25,786.0,1253829,POLICYBZR
2024-01-04,783.7999877929688,795.7000122070312,779.9000244140625,789.0,229143,POLICYBZR
2024-01-05,798.7999877929688,803.6500244140625,784.0999755859375,784.0999755859375,875428,POLICYBZR
2024-01-08,812.6500244140625,825.0,800.25,805.0,1169762,POLICYBZR
2024-01-09,822.25,827.1500244140625,810.1500244140625,821.7999877929688,614074,POLICYBZR
2024-01-10,828.1500244140625,833.0,807.0999755859375,822.25,1031631,POLICYBZR
2024-01-11,833.4500122070312,838.25,824.7000122070312,825.3499755859375,689897,POLICYBZR
2024-01-12,852.0499877929688,857.0,826.1500244140625,830.0,667069,POLICYBZR
2024-01-15,852.0499877929688,852.0499877929688,852.0499877929688,852.0499877929688,0,POLICYBZR
2024-01-16,881.8499755859375,892.9000244140625,859.0,863.0,2258184,POLICYBZR
2024-01-17,879.0499877929688,898.9000244140625,862.9500122070312,875.0,2185056,POLICYBZR
2024-01-18,862.9500122070312,876.9000244140625,842.0,876.9000244140625,801476,POLICYBZR
2024-01-19,897.0,904.4000244140625,862.4000244140625,865.0,950221,POLICYBZR
2024-01-23,860.2000122070312,933.5,845.0,869.7000122070312,1963968,POLICYBZR
2024-01-24,922.9500122070312,930.0,859.0,859.2999877929688,1109910,POLICYBZR
2024-01-25,888.1500244140625,917.9500122070312,881.5499877929688,916.0999755859375,892138,POLICYBZR
2024-01-29,900.0999755859375,908.5499877929688,889.9500122070312,900.0,819526,POLICYBZR
2024-01-30,909.25,926.0,897.0999755859375,903.75,1016517,POLICYBZR
2024-01-31,1002.4000244140625,1045.300048828125,950.0,958.9000244140625,11393383,POLICYBZR
2024-02-01,997.7999877929688,1048.0,983.2999877929688,1030.0,2887518,POLICYBZR
2024-02-02,981.25,1007.6500244140625,962.2999877929688,997.5,3103717,POLICYBZR
2024-02-05,964.7000122070312,986.6500244140625,956.2999877929688,981.25,1714997,POLICYBZR
2024-02-06,909.2000122070312,973.7000122070312,852.0,966.2000122070312,8912365,POLICYBZR
2024-02-07,915.4000244140625,924.0,890.0,890.0,2370592,POLICYBZR
2024-02-08,919.3499755859375,924.7000122070312,896.0499877929688,915.5999755859375,1063090,POLICYBZR
2024-02-09,933.5999755859375,943.0,902.7000122070312,910.0,908009,POLICYBZR
2024-02-12,939.9500122070312,967.0,930.0499877929688,941.0499877929688,1030185,POLICYBZR
2024-02-13,927.9500122070312,958.0,911.1500244140625,940.0499877929688,1075804,POLICYBZR
2024-02-14,941.25,950.0,907.2000122070312,928.0,1108571,POLICYBZR
2024-02-15,939.2999877929688,969.9000244140625,922.8499755859375,941.25,1704307,POLICYBZR
2024-02-16,931.2999877929688,965.8499755859375,923.0,941.0499877929688,850621,POLICYBZR
2024-02-19,1000.8499755859375,1029.8499755859375,972.0,985.4000244140625,5143281,POLICYBZR
2024-02-20,996.2000122070312,1004.6500244140625,979.0,1004.6500244140625,1121846,POLICYBZR
2024-02-21,977.9000244140625,1010.0,965.0,994.9500122070312,630302,POLICYBZR
2024-02-22,1021.6500244140625,1025.9000244140625,960.3499755859375,979.9000244140625,2591455,POLICYBZR
2024-02-23,1024.949951171875,1053.4000244140625,1001.6500244140625,1018.0,2697962,POLICYBZR
2024-02-26,1098.8499755859375,1135.0,1017.5499877929688,1022.4000244140625,5565651,POLICYBZR
2024-02-27,1135.449951171875,1161.5,1069.050048828125,1094.300048828125,2330957,POLICYBZR
2024-02-28,1161.699951171875,1177.0,1113.050048828125,1146.800048828125,2804836,POLICYBZR
2024-02-29,1167.4000244140625,1180.0,1139.0,1169.0,2265124,POLICYBZR
2024-03-01,1119.75,1160.9000244140625,1103.050048828125,1150.0,1993885,POLICYBZR
2024-03-04,1106.0,1153.0,1100.5,1120.9000244140625,1060115,POLICYBZR
2024-03-05,1061.699951171875,1127.5,1055.050048828125,1108.0999755859375,2450672,POLICYBZR
2024-03-06,1067.949951171875,1081.4000244140625,1050.800048828125,1065.6500244140625,1416647,POLICYBZR
2024-03-07,1101.5,1108.0,1048.0,1066.199951171875,2255852,POLICYBZR
2024-03-11,1122.0999755859375,1150.0,1076.0,1110.949951171875,2151038,POLICYBZR
2024-03-12,1124.0999755859375,1155.0,1095.3499755859375,1116.9000244140625,4541569,POLICYBZR
2024-03-13,1075.6500244140625,1152.9000244140625,1035.050048828125,1129.9000244140625,2923830,POLICYBZR
2024-03-14,1138.199951171875,1145.0,1050.699951171875,1063.0,2119244,POLICYBZR
2024-03-15,1099.800048828125,1141.0,1084.199951171875,1140.0,1443781,POLICYBZR
2024-03-18,1134.8499755859375,1158.0,1094.0,1099.800048828125,2857316,POLICYBZR
2024-03-19,1098.5999755859375,1133.0,1095.1500244140625,1133.0,1172039,POLICYBZR
2024-03-20,1114.199951171875,1125.0,1090.0,1098.5999755859375,1005618,POLICYBZR
2024-03-21,1139.4000244140625,1151.0,1120.949951171875,1120.949951171875,1973422,POLICYBZR
2024-03-22,1152.0999755859375,1166.8499755859375,1118.050048828125,1135.0,1322362,POLICYBZR
2024-03-26,1143.5,1210.949951171875,1124.0,1160.5999755859375,2091811,POLICYBZR
2024-03-27,1107.25,1152.0,1101.050048828125,1145.0,2142011,POLICYBZR
2024-03-28,1124.25,1131.550048828125,1102.199951171875,1122.199951171875,1129272,POLICYBZR
2024-04-01,1172.199951171875,1183.0,1108.050048828125,1124.25,1308850,POLICYBZR
2024-04-02,1167.800048828125,1204.949951171875,1161.1500244140625,1179.0,1972586,POLICYBZR
2024-04-03,1190.699951171875,1196.0,1150.5999755859375,1164.050048828125,1146968,POLICYBZR
2024-04-04,1231.199951171875,1255.0,1181.699951171875,1199.0,1959796,POLICYBZR
2024-04-05,1278.300048828125,1287.699951171875,1223.949951171875,1232.0,2469457,POLICYBZR
2024-04-08,1285.25,1307.25,1270.050048828125,1274.050048828125,2253288,POLICYBZR
2024-04-09,1303.050048828125,1330.0,1272.050048828125,1295.25,2083395,POLICYBZR
2024-04-10,1331.5999755859375,1400.3499755859375,1308.0,1351.0,3436007,POLICYBZR
2024-04-12,1264.1500244140625,1339.75,1256.0999755859375,1339.75,3026942,POLICYBZR
2024-04-15,1228.800048828125,1249.9000244140625,1185.300048828125,1211.0,2636356,POLICYBZR
2024-04-16,1230.0999755859375,1255.9000244140625,1202.449951171875,1215.0,1401420,POLICYBZR
2024-04-18,1214.5,1247.9000244140625,1205.0999755859375,1230.0999755859375,1419344,POLICYBZR
2024-04-19,1197.449951171875,1213.699951171875,1180.25,1201.0,1287456,POLICYBZR
2024-04-22,1201.699951171875,1221.8499755859375,1192.949951171875,1221.8499755859375,1147140,POLICYBZR
2024-04-23,1191.6500244140625,1214.949951171875,1178.0,1214.949951171875,2265085,POLICYBZR
2024-04-24,1227.800048828125,1239.1500244140625,1192.6500244140625,1202.0,1056137,POLICYBZR
2024-04-25,1262.949951171875,1274.9000244140625,1212.3499755859375,1228.0,1876111,POLICYBZR
2024-04-26,1257.699951171875,1275.0,1218.75,1275.0,1302882,POLICYBZR
2024-04-29,1238.5999755859375,1277.4000244140625,1227.300048828125,1240.0,1210908,POLICYBZR
2024-04-30,1264.9000244140625,1277.949951171875,1240.300048828125,1244.8499755859375,1053777,POLICYBZR
2024-05-02,1292.0999755859375,1318.0,1255.449951171875,1264.949951171875,2035177,POLICYBZR
2024-05-03,1293.8499755859375,1310.699951171875,1254.050048828125,1301.5,874727,POLICYBZR
2024-05-06,1282.9000244140625,1301.199951171875,1246.4000244140625,1293.8499755859375,816820,POLICYBZR
2024-05-07,1243.800048828125,1293.9000244140625,1231.449951171875,1282.9000244140625,1029011,POLICYBZR
2024-05-08,1243.550048828125,1279.800048828125,1159.050048828125,1225.0,4688486,POLICYBZR
2024-05-09,1233.4000244140625,1265.5,1214.300048828125,1249.0,1803308,POLICYBZR
2024-05-10,1202.25,1244.5,1190.0999755859375,1233.4000244140625,1235977,POLICYBZR
2024-05-13,1246.5,1254.1500244140625,1192.6500244140625,1213.300048828125,1309581,POLICYBZR
2024-05-14,1229.4000244140625,1301.699951171875,1225.050048828125,1245.0,1188778,POLICYBZR
2024-05-15,1271.6500244140625,1305.0999755859375,1233.0,1235.0,2823297,POLICYBZR
2024-05-16,1338.25,1348.0,1258.050048828125,1273.0,1875538,POLICYBZR
2024-05-17,1326.25,1354.949951171875,1293.300048828125,1340.0,2406951,POLICYBZR
2024-05-21,1286.300048828125,1375.0,1268.0,1375.0,2078024,POLICYBZR
2024-05-22,1293.6500244140625,1323.800048828125,1257.800048828125,1292.0,1929384,POLICYBZR
2024-05-23,1265.5,1295.949951171875,1255.0,1293.5999755859375,1577188,POLICYBZR
2024-05-24,1275.6500244140625,1289.9000244140625,1231.199951171875,1263.0,2196283,POLICYBZR
2024-05-27,1252.199951171875,1287.0999755859375,1237.9000244140625,1277.300048828125,2069936,POLICYBZR
2024-05-28,1201.8499755859375,1238.949951171875,1190.0,1235.0,8964786,POLICYBZR
2024-05-29,1180.300048828125,1198.300048828125,1161.300048828125,1194.949951171875,2674260,POLICYBZR
2024-05-30,1190.0,1219.5999755859375,1174.4000244140625,1180.0,3222504,POLICYBZR
2024-05-31,1294.4000244140625,1345.0,1194.199951171875,1225.0,38766409,POLICYBZR
2024-06-03,1284.75,1328.8499755859375,1277.4000244140625,1292.9000244140625,1246729,POLICYBZR
2024-06-04,1240.449951171875,1297.949951171875,1193.050048828125,1285.5,2567311,POLICYBZR
2024-06-05,1293.3499755859375,1312.0,1227.199951171875,1259.050048828125,1638056,POLICYBZR
2024-06-06,1289.3499755859375,1360.5,1259.699951171875,1293.3499755859375,4490960,POLICYBZR
2024-06-07,1292.0999755859375,1302.550048828125,1252.75,1271.0,1021648,POLICYBZR
